event_id,user_id,page,device,timestamp
501,U0186,/about,desktop,2024-01-18
502,U0031,/about,mobile,2024-10-18
503,U0482,/faq,desktop,2024-11-25
504,U0010,/about,tablet,2024-08-07
505,U0483,/blog,desktop,2024-02-07
506,U0280,/about,tablet,2024-08-12
507,U0245,/checkout,desktop,2024-12-22
508,U0459,/cart,mobile,2024-09-13
509,U0137,/product-detail,tablet,2024-04-21
510,U0340,/cart,tablet,2024-05-27
511,U0158,/faq,tablet,2024-07-10
512,U0442,/cart,desktop,2024-01-02
513,U0202,/contact,mobile,2024-07-12
514,U0389,/product-detail,mobile,2024-06-16
515,U0005,/cart,desktop,2024-11-20
516,U0179,/home,desktop,2024-09-09
517,U0109,/about,mobile,2024-05-10
518,U0067,/about,desktop,2024-05-26
519,U0055,/contact,tablet,2024-05-10
520,U0095,/faq,desktop,2024-11-17
521,U0096,/faq,tablet,2024-03-17
522,U0113,/cart,mobile,2024-06-18
523,U0439,/products,desktop,2024-01-08
524,U0378,/home,tablet,2024-01-21
525,U0330,/about,tablet,2024-01-24
526,U0183,/cart,desktop,2024-11-22
527,U0392,/blog,tablet,2024-07-30
528,U0262,/checkout,desktop,2024-01-08
529,U0078,/products,desktop,2024-07-15
530,U0202,/contact,desktop,2024-03-10
531,U0316,/home,mobile,2024-12-13
532,U0172,/contact,mobile,2024-10-15
533,U0285,/blog,mobile,2024-06-14
534,U0439,/faq,desktop,2024-02-14
535,U0088,/faq,tablet,2024-10-30
536,U0395,/about,mobile,2024-03-26
537,U0203,/home,desktop,2024-05-03
538,U0215,/product-detail,desktop,2024-12-21
539,U0073,/contact,mobile,2024-06-30
540,U0267,/product-detail,desktop,2024-05-10
541,U0237,/contact,desktop,2024-12-21
542,U0306,/product-detail,desktop,2024-08-15
543,U0059,/products,mobile,2024-03-23
544,U0116,/blog,desktop,2024-04-02
545,U0097,/about,tablet,2024-03-27
546,U0051,/faq,tablet,2024-12-04
547,U0088,/products,mobile,2024-09-25
548,U0403,/products,tablet,2024-10-20
549,U0466,/contact,tablet,2024-01-03
550,U0352,/confirmation,tablet,2024-02-18
551,U0223,/products,desktop,2024-09-14
552,U0224,/cart,tablet,2024-07-09
553,U0171,/blog,tablet,2024-02-11
554,U0374,/faq,mobile,2024-10-18
555,U0384,/contact,tablet,2024-08-28
556,U0086,/products,mobile,2024-10-11
557,U0265,/home,tablet,2024-01-26
558,U0385,/confirmation,desktop,2024-09-02
559,U0274,/faq,desktop,2024-02-04
560,U0281,/about,tablet,2024-03-20
561,U0261,/faq,mobile,2024-03-29
562,U0412,/blog,mobile,2024-06-18
563,U0493,/checkout,desktop,2024-12-02
564,U0050,/blog,desktop,2024-03-27
565,U0370,/contact,desktop,2024-01-01
566,U0028,/product-detail,tablet,2024-04-19
567,U0315,/checkout,tablet,2024-03-06
568,U0321,/cart,desktop,2024-12-05
569,U0485,/product-detail,desktop,2024-05-09
570,U0046,/checkout,mobile,2024-09-06
571,U0143,/cart,tablet,2024-03-08
572,U0474,/blog,tablet,2024-02-26
573,U0034,/about,mobile,2024-10-22
574,U0309,/cart,tablet,2024-01-06
575,U0345,/product-detail,tablet,2024-11-17
576,U0377,/home,desktop,2024-01-19
577,U0325,/cart,desktop,2024-05-21
578,U0480,/product-detail,desktop,2024-03-08
579,U0067,/contact,mobile,2024-07-02
580,U0436,/product-detail,tablet,2024-02-22
581,U0125,/confirmation,tablet,2024-04-09
582,U0022,/product-detail,tablet,2024-02-17
583,U0214,/confirmation,desktop,2024-07-27
584,U0130,/about,desktop,2024-01-02
585,U0350,/home,mobile,2024-10-31
586,U0119,/contact,mobile,2024-08-23
587,U0183,/about,tablet,2024-02-19
588,U0313,/blog,desktop,2024-03-08
589,U0394,/products,tablet,2024-01-12
590,U0334,/product-detail,tablet,2024-02-15
591,U0213,/products,mobile,2024-06-01
592,U0194,/faq,desktop,2024-03-22
593,U0299,/blog,desktop,2024-03-02
594,U0484,/home,mobile,2024-05-06
595,U0432,/blog,mobile,2024-02-04
596,U0318,/about,mobile,2024-03-24
597,U0078,/faq,desktop,2024-04-13
598,U0481,/products,mobile,2024-09-06
599,U0008,/blog,desktop,2024-07-06
600,U0208,/blog,mobile,2024-08-01
601,U0431,/about,mobile,2024-01-21
602,U0197,/cart,tablet,2024-07-20
603,U0477,/product-detail,desktop,2024-10-19
604,U0263,/about,mobile,2024-07-04
605,U0031,/checkout,tablet,2024-05-26
606,U0399,/checkout,mobile,2024-12-01
607,U0019,/contact,mobile,2024-07-19
608,U0101,/checkout,tablet,2024-04-06
609,U0368,/cart,tablet,2024-08-01
610,U0177,/home,mobile,2024-11-27
611,U0310,/about,desktop,2024-08-20
612,U0098,/product-detail,desktop,2024-07-16
613,U0069,/about,desktop,2024-02-15
614,U0152,/product-detail,mobile,2024-04-20
615,U0403,/about,tablet,2024-03-11
616,U0471,/confirmation,tablet,2024-10-11
617,U0357,/confirmation,mobile,2024-12-10
618,U0078,/products,tablet,2024-09-20
619,U0436,/blog,tablet,2024-01-21
620,U0274,/contact,tablet,2024-12-17
621,U0317,/products,tablet,2024-11-14
622,U0477,/about,desktop,2024-11-23
623,U0123,/checkout,tablet,2024-02-13
624,U0337,/faq,tablet,2024-12-15
625,U0195,/checkout,desktop,2024-04-12
626,U0287,/confirmation,desktop,2024-03-09
627,U0369,/checkout,mobile,2024-04-05
628,U0456,/confirmation,tablet,2024-01-30
629,U0187,/blog,desktop,2024-04-25
630,U0126,/checkout,desktop,2024-01-18
631,U0415,/cart,desktop,2024-02-10
632,U0362,/confirmation,tablet,2024-09-27
633,U0256,/about,desktop,2024-07-10
634,U0369,/checkout,mobile,2024-08-27
635,U0399,/about,tablet,2024-10-15
636,U0346,/checkout,mobile,2024-06-18
637,U0408,/contact,mobile,2024-10-27
638,U0365,/checkout,tablet,2024-11-21
639,U0172,/cart,mobile,2024-05-02
640,U0224,/confirmation,tablet,2024-08-29
641,U0439,/checkout,mobile,2024-07-16
642,U0477,/faq,tablet,2024-07-14
643,U0493,/products,mobile,2024-04-16
644,U0464,/checkout,desktop,2024-02-10
645,U0091,/confirmation,mobile,2024-07-08
646,U0012,/blog,tablet,2024-01-05
647,U0294,/confirmation,tablet,2024-06-05
648,U0261,/products,mobile,2024-04-04
649,U0390,/about,tablet,2024-03-14
650,U0166,/confirmation,tablet,2024-07-14
651,U0204,/checkout,mobile,2024-04-03
652,U0058,/cart,desktop,2024-08-20
653,U0446,/checkout,desktop,2024-05-02
654,U0189,/faq,desktop,2024-05-16
655,U0093,/about,desktop,2024-05-26
656,U0027,/checkout,tablet,2024-10-05
657,U0299,/cart,desktop,2024-03-21
658,U0482,/about,desktop,2024-06-03
659,U0398,/confirmation,mobile,2024-04-19
